place_id,name,rating,user_ratings_total,latitude,longtitude,address,types
ChIJu3C6awAZQjER3QLU5zF2OIA,Zen Arena Billiards Đà Nẵng,4.6,46,16.0503602,108.2220932,"170a Đ. 2 Tháng 9, Bình Thuận, Hải Châu, Đà Nẵng 550000, Vietnam",['Playground']
ChIJhYLCSJ0ZQjERQSwFmbWkti8,Pixel Cue - Gaming & Billiards Đà Nẵng,4.7,359,16.0324679,108.2180478,"132 Xô Viết Nghệ Tĩnh, Phường, Hải Châu, Đà Nẵng 50500, Vietnam","['Internet cafe', 'Internet service provider', 'Internet shop', 'Pool billard club']"
ChIJ0x25NQAXQjER2bGiVJdAZTY,197 BILLIARDS,5.0,11,16.0386267,108.2445443,"14 Hồ Xuân Hương, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng 50506, Vietnam",['Pool billard club']
ChIJefGjx2gZQjERBWFzzo4Mqao,Billiards A Tiến Club,4.8,17,16.0541381,108.1763609,"49 Trần Văn Ơn, Hoà An, Cẩm Lệ, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJVUVl3PoXQjERc4Oov38NqEY,Billiards 68 - Bida Club,3.9,37,16.0537766,108.2463874,"152 Trần Bạch Đằng, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam",['Sports club']
ChIJDyou2DkZQjERL23j5OksaUk,KING's Billiards Club,5.0,12,16.0347635,108.2181891,"276-278, 276 Lê Thanh Nghị, Hoà Cường Nam, Hải Châu, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJVew3mZkZQjER_WViY4oRT88,Empty Arena Billiards ĐN - Pro Pool Hall,4.6,349,16.052273,108.22026,"72 Núi Thành, Bình Thuận, Hải Châu, Đà Nẵng 50000, Vietnam",['Pool billard club']
ChIJ33m8zCoZQjERuZDWKpsoi9s,CLB BIDA 134 - 134 Billiards Club,4.4,86,16.0503395,108.2204852,"134 Núi Thành, Bình Thuận, Hải Châu, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJR5GKdAAZQjERNXPlLYmDlEM,Peri Pool Arena Đà Nẵng,4.2,372,16.0654771,108.1964503,"203 Điện Biên Phủ, Chính Gián, Hải Châu, Đà Nẵng 550000, Vietnam",['Sports club']
ChIJpyHQi9UZQjER_6bb1R5JeDI,MC Billiards Center,4.3,58,16.0663849,108.2296994,"389 Đ. Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng 550000, Vietnam","['Pool billard club', 'Club']"
ChIJz9Z7pyQXQjERuk-8hNCSpBE,Hybrid Sports Lounge: Watch | Play | Dine,4.8,747,16.0517899,108.2459367,"26 Đỗ Bá, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam","['Sports bar', 'Cafe', 'Lounge', 'Pool hall']"
ChIJF3f6cAAZQjERsv1jCGEhW4s,9Pool Billiards - Đà Nẵng,4.7,39,16.0806634,108.2116881,"219 Nguyễn Tất Thành, Thanh Bình, Hải Châu, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJd-ZvJjQYQjER_DBHDgIEZu4,Billiards Club,4.1,42,16.0695978,108.2179175,"39 Pasteur Street, Hai Chau 1 Ward, Hai Chau District, Da Nang City, Hải Châu, Đà Nẵng, Vietnam",['Pool billard club']
ChIJed3OO50XQjERoT0ez-xp34o,79 Billiards,4.8,245,16.0482194,108.2436798,"79 Mai Thúc Lân, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam","['Club', 'Sports club']"
ChIJodN0e2QXQjERAtNqHHMtsN0,Roy Billiards,4.3,88,16.0674167,108.2401686,"191 Chính Hữu, An Hải, Sơn Trà, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJDatBVe0ZQjERTYtcZLKiiRk,Bida Da Nang - BAVAN Billiards,4.4,40,16.0475004,108.2223359,"208 Đ. 2 Tháng 9, Hoà Cường Bắc, Hải Châu, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJbXXJJGcZQjERYMPsgyNiWBI,MEOW BILLIARDS CLUB ĐÀ NẴNG - CÂU LẠC BỘ BIDA BI-A LỖ,4.9,591,16.0373422,108.2097789,"Nguyễn Hữu Thọ, Khuê Trung, Hải Châu, Đà Nẵng 550000, Vietnam","['Pool billard club', 'Recreation center', 'Sports club']"
ChIJ4TO7YgAZQjERGII_FU00LKo,Magic Arena Da Nang,4.2,164,16.051401,108.2067536,"146 Duy Tân, Hòa Thuận Nam, Hải Châu, Đà Nẵng 560000, Vietnam",['Pool billard club']
ChIJITgiaDEYQjERX_ybWxTg7qQ,Bida Đà Nẵng - Sapphire Billiard Club,4.3,244,16.070613,108.2216022,"42 Phan Đình Phùng, Hải Châu, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJ4bEiPQAXQjER1O3pQy6cer4,92 Billiards Club,4.9,31,16.037893,108.2468898,"21-23 Khuê Mỹ Đông 3, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Vietnam","['Pool billard club', 'Club']"
